Time_sample,Sway_M1_sight_T1,Sway_M2_sight_T1,Sway_M3_sight_T1,Sway_M4_sight_T1,Sway_M1_sight_T2,Sway_M2_sight_T2,Sway_M3_sight_T2,Sway_M4_sight_T2,Sway_M1_sight_T3,Sway_M2_sight_T3,Sway_M3_sight_T3,Sway_M4_sight_T3,Sway_M1_nosight_T1,Sway_M2_nosight_T1,Sway_M3_nosight_T1,Sway_M4_nosight_T1,Sway_M1_nosight_T2,Sway_M2_nosight_T2,Sway_M3_nosight_T2,Sway_M4_nosight_T2,Sway_M1_nosight_T3,Sway_M2_nosight_T3,Sway_M3_nosight_T3,Sway_M4_nosight_T3
545,5.2,0,9.4,8.9,5.5,5.8,0,0,5.4,5.5,5.6,5.8,5.8,0,0,8.5,3.8,0,0,8.5,5.9,0,0,8.7
546,8.7,1.7,11,10.4,8.6,9.5,1.6,-0.5,8.5,8.6,8.7,8.9,8.5,1.3,1.6,9.9,6.5,1.4,0.6,9.9,8.5,1.7,1,10.1
547,-8.6,3.5,-8.9,-10.9,-8.2,-9,2.7,-2,-8,-8.4,-8.5,-8.8,-8.4,3.3,3.3,-10.3,-8.2,3.4,2.3,-10,-8.5,3.7,2.7,-9.8
548,-5,7.1,-5.4,-9.4,-4.9,-5.1,5.5,-3.1,-4.8,-5,-5,-5.3,-6.1,6.4,4.5,-8.6,-8.1,6.5,3.5,-8.3,-6.2,6.8,3.9,-8.1
549,-2.3,8.9,-4.9,-7.2,-2.1,-2.3,9.6,-5,-2,-2.1,-2.2,-2.4,-3.4,9.3,7,-5.9,-5.4,9.4,6,-5.6,-3.5,9.7,6.4,-5.4
550,0,-9.5,-2.3,-5.1,0,0,-9.5,-10,0,0,0,0,0,-9.4,9.7,-3.8,0,-9.5,8.7,-3.5,0,-9.7,9.1,-3.3
551,2.4,-6.7,0,-2.4,2.2,2.5,-5.4,-10.1,2.1,2.2,2.2,2.5,2.9,-6,-9.9,-1.2,0.9,-6.1,-10.9,-0.7,3,-6.3,-10.4,-0.5
552,5.2,-3.1,2.6,-1.7,5.5,5.8,-2.6,-6,5.4,5.5,5.6,5.8,5.8,-3.1,-6.8,-0.5,3.8,-3.2,-7.8,-0.1,5.9,-3.5,-7.8,-0.1
553,8.7,-1.4,5.1,0,8.6,9.5,-1.5,-3.2,8.5,8.6,8.7,8.9,8.5,-1.2,-4.2,0,6.5,-1.3,-5.2,0,8.5,-1.6,-4.8,0
554,-8.6,0,5.8,1.9,-8.2,-9,0,-2.1,-8,-8.4,-8.5,-8.8,-8.4,0,-2.9,0.9,-8.2,0,-3.9,0.3,-8.5,0,-3.5,0.5
555,-5,1.7,9.4,2.7,-4.9,-5.1,1.6,-0.6,-4.8,-5,-5,-5.3,-6.1,1.3,-1.5,1.5,-8.1,1.4,-2.5,1.2,-6.2,1.7,-2.1,1.4
556,-2.3,3.5,11,4.8,-2.1,-2.3,2.7,0,-2,-2.1,-2.2,-2.4,-3.4,3.3,0,4,-5.4,3.4,0,3.9,-3.5,3.7,0,4.1
557,0,7.1,-10.1,7.3,0,0,5.5,-0.5,0,0,0,0,0,6.4,1.6,5.4,0,6.5,0.6,5.5,0,6.8,1,5.7
558,2.4,8.9,-8.9,8.9,2.2,2.5,9.6,-2,2.1,2.2,2.2,2.5,2.9,9.3,3.3,8.5,0.9,9.4,2.3,8.5,3,9.7,2.7,8.7
559,5.2,-9.5,-5.4,10.4,5.5,5.8,-9.5,-3.1,5.4,5.5,5.6,5.8,5.8,-9.4,4.5,9.9,3.8,-9.5,3.5,9.9,5.9,-9.7,3.9,10.1
560,8.7,-6.7,-4.9,-10.9,8.6,9.5,-5.4,-5,8.5,8.6,8.7,8.9,8.5,-6,7,-10.3,6.5,-6.1,6,-10,8.5,-6.3,6.4,-9.8
561,-8.6,-3.1,-2.3,-9.4,-8.2,-9,-2.6,-10,-8,-8.4,-8.5,-8.8,-8.4,-3.1,9.7,-8.6,-8.2,-3.2,8.7,-8.3,-8.5,-3.5,9.1,-8.1
562,-5,-1.4,0,-7.2,-4.9,-5.1,-1.5,-10.1,-4.8,-5,-5,-5.3,-6.1,-1.2,-9.9,-5.9,-8.1,-1.3,-10.9,-5.6,-6.2,-1.6,-10.4,-5.4
563,-2.3,0,2.6,-5.1,-2.1,-2.3,0,-6,-2,-2.1,-2.2,-2.4,-3.4,0,-6.8,-3.8,-5.4,0,-7.8,-3.5,-3.5,0,-7.8,-3.3
564,0,1.7,5.1,-2.4,0,0,1.6,-3.2,0,0,0,0,0,1.3,-4.2,-1.2,0,1.4,-5.2,-0.7,0,1.7,-4.8,-0.5
565,2.4,3.5,5.8,-1.7,2.2,2.5,2.7,-2.1,2.1,2.2,2.2,2.5,2.9,3.3,-2.9,-0.5,0.9,3.4,-3.9,-0.1,3,3.7,-3.5,-0.1
566,5.2,7.1,9.4,0,5.5,5.8,5.5,-0.6,5.4,5.5,5.6,5.8,5.8,6.4,-1.5,0,3.8,6.5,-2.5,0,5.9,6.8,-2.1,0
567,8.7,8.9,11,1.9,8.6,9.5,9.6,0,8.5,8.6,8.7,8.9,8.5,9.3,0,0.9,6.5,9.4,0,0.3,8.5,9.7,0,0.5
568,-8.6,-9.5,-10.1,2.7,-8.2,-9,-9.5,-0.5,-8,-8.4,-8.5,-8.8,-8.4,-9.4,1.6,1.5,-8.2,-9.5,0.6,1.2,-8.5,-9.7,1,1.4
569,-5,-6.7,-8.9,4.8,-4.9,-5.1,-5.4,-2,-4.8,-5,-5,-5.3,-6.1,-6,3.3,4,-8.1,-6.1,2.3,3.9,-6.2,-6.3,2.7,4.1
570,-2.3,-3.1,-5.4,7.3,-2.1,-2.3,-2.6,-3.1,-2,-2.1,-2.2,-2.4,-3.4,-3.1,4.5,5.4,-5.4,-3.2,3.5,5.5,-3.5,-3.5,3.9,5.7
571,0,-1.4,-4.9,8.9,0,0,-1.5,-5,0,0,0,0,0,-1.2,7,8.5,0,-1.3,6,8.5,0,-1.6,6.4,8.7
572,2.4,0,-2.3,10.4,2.2,2.5,0,-10,2.1,2.2,2.2,2.5,2.9,0,9.7,9.9,0.9,0,8.7,9.9,3,0,9.1,10.1
573,5.2,1.7,0,-10.9,5.5,5.8,1.6,-10.1,5.4,5.5,5.6,5.8,5.8,1.3,-9.9,-10.3,3.8,1.4,-10.9,-10,5.9,1.7,-10.4,-9.8
574,8.7,3.5,2.6,-9.4,8.6,9.5,2.7,-6,8.5,8.6,8.7,8.9,8.5,3.3,-6.8,-8.6,6.5,3.4,-7.8,-8.3,8.5,3.7,-7.8,-8.1
575,-8.6,7.1,5.1,-7.2,-8.2,-9,5.5,-3.2,-8,-8.4,-8.5,-8.8,-8.4,6.4,-4.2,-5.9,-8.2,6.5,-5.2,-5.6,-8.5,6.8,-4.8,-5.4
576,-5,8.9,5.8,-5.1,-4.9,-5.1,9.6,-2.1,-4.8,-5,-5,-5.3,-6.1,9.3,-2.9,-3.8,-8.1,9.4,-3.9,-3.5,-6.2,9.7,-3.5,-3.3
577,-2.3,-9.5,9.4,-2.4,-2.1,-2.3,-9.5,-0.6,-2,-2.1,-2.2,-2.4,-3.4,-9.4,-1.5,-1.2,-5.4,-9.5,-2.5,-0.7,-3.5,-9.7,-2.1,-0.5
578,0,-6.7,11,-1.7,0,0,-5.4,0,0,0,0,0,0,-6,0,-0.5,0,-6.1,0,-0.1,0,-6.3,0,-0.1
579,2.4,-3.1,-10.1,0,2.2,2.5,-2.6,-0.5,2.1,2.2,2.2,2.5,2.9,-3.1,1.6,0,0.9,-3.2,0.6,0,3,-3.5,1,0
580,5.2,-1.4,-8.9,1.9,5.5,5.8,-1.5,-2,5.4,5.5,5.6,5.8,5.8,-1.2,3.3,0.9,3.8,-1.3,2.3,0.3,5.9,-1.6,2.7,0.5
581,8.7,0,-5.4,2.7,8.6,9.5,0,-3.1,8.5,8.6,8.7,8.9,8.5,0,4.5,1.5,6.5,0,3.5,1.2,8.5,0,3.9,1.4
582,-8.6,1.7,-4.9,4.8,-8.2,-9,1.6,-5,-8,-8.4,-8.5,-8.8,-8.4,1.3,7,4,-8.2,1.4,6,3.9,-8.5,1.7,6.4,4.1
583,-5,3.5,-2.3,7.3,-4.9,-5.1,2.7,-10,-4.8,-5,-5,-5.3,-6.1,3.3,9.7,5.4,-8.1,3.4,8.7,5.5,-6.2,3.7,9.1,5.7
584,-2.3,7.1,0,8.9,-2.1,-2.3,5.5,-10.1,-2,-2.1,-2.2,-2.4,-3.4,6.4,-9.9,8.5,-5.4,6.5,-10.9,8.5,-3.5,6.8,-10.4,8.7
585,0,8.9,2.6,10.4,0,0,9.6,-6,0,0,0,0,0,9.3,-6.8,9.9,0,9.4,-7.8,9.9,0,9.7,-7.8,10.1
586,2.4,-9.5,5.1,-10.9,2.2,2.5,-9.5,-3.2,2.1,2.2,2.2,2.5,2.9,-9.4,-4.2,-10.3,0.9,-9.5,-5.2,-10,3,-9.7,-4.8,-9.8
587,5.2,-6.7,5.8,-9.4,5.5,5.8,-5.4,-2.1,5.4,5.5,5.6,5.8,5.8,-6,-2.9,-8.6,3.8,-6.1,-3.9,-8.3,5.9,-6.3,-3.5,-8.1
588,8.7,-3.1,9.4,-7.2,8.6,9.5,-2.6,-0.6,8.5,8.6,8.7,8.9,8.5,-3.1,-1.5,-5.9,6.5,-3.2,-2.5,-5.6,8.5,-3.5,-2.1,-5.4
589,-8.6,-1.4,11,-5.1,-8.2,-9,-1.5,0,-8,-8.4,-8.5,-8.8,-8.4,-1.2,0,-3.8,-8.2,-1.3,0,-3.5,-8.5,-1.6,0,-3.3
590,-5,0,-10.1,-2.4,-4.9,-5.1,0,-0.5,-4.8,-5,-5,-5.3,-6.1,0,1.6,-1.2,-8.1,0,0.6,-0.7,-6.2,0,1,-0.5
591,-2.3,1.7,-8.9,-1.7,-2.1,-2.3,1.6,-2,-2,-2.1,-2.2,-2.4,-3.4,1.3,3.3,-0.5,-5.4,1.4,2.3,-0.1,-3.5,1.7,2.7,-0.1
592,0,3.5,-5.4,0,0,0,2.7,-3.1,0,0,0,0,0,3.3,4.5,0,0,3.4,3.5,0,0,3.7,3.9,0
593,2.4,7.1,-4.9,1.9,2.2,2.5,5.5,-5,2.1,2.2,2.2,2.5,2.9,6.4,7,0.9,0.9,6.5,6,0.3,3,6.8,6.4,0.5
594,5.2,8.9,-2.3,2.7,5.5,5.8,9.6,-10,5.4,5.5,5.6,5.8,5.8,9.3,9.7,1.5,3.8,9.4,8.7,1.2,5.9,9.7,9.1,1.4
595,8.7,-9.5,0,4.8,8.6,9.5,-9.5,-10.1,8.5,8.6,8.7,8.9,8.5,-9.4,-9.9,4,6.5,-9.5,-10.9,3.9,8.5,-9.7,-10.4,4.1
596,-8.6,-6.7,2.6,7.3,-8.2,-9,-5.4,-6,-8,-8.4,-8.5,-8.8,-8.4,-6,-6.8,5.4,-8.2,-6.1,-7.8,5.5,-8.5,-6.3,-7.8,5.7
597,-5,-3.1,5.1,8.9,-4.9,-5.1,-2.6,-3.2,-4.8,-5,-5,-5.3,-6.1,-3.1,-4.2,8.5,-8.1,-3.2,-5.2,8.5,-6.2,-3.5,-4.8,8.7
598,-2.3,-1.4,5.8,10.4,-2.1,-2.3,-1.5,-2.1,-2,-2.1,-2.2,-2.4,-3.4,-1.2,-2.9,9.9,-5.4,-1.3,-3.9,9.9,-3.5,-1.6,-3.5,10.1
599,0,0,9.4,-10.9,0,0,0,-0.6,0,0,0,0,0,0,-1.5,-10.3,0,0,-2.5,-10,0,0,-2.1,-9.8
600,2.4,1.7,11,-9.4,2.2,2.5,1.6,0,2.1,2.2,2.2,2.5,2.9,1.3,0,-8.6,0.9,1.4,0,-8.3,3,1.7,0,-8.1
601,5.2,3.5,-10.1,-7.2,5.5,5.8,2.7,-0.5,5.4,5.5,5.6,5.8,5.8,3.3,1.6,-5.9,3.8,3.4,0.6,-5.6,5.9,3.7,1,-5.4
602,8.7,7.1,-8.9,-5.1,8.6,9.5,5.5,-2,8.5,8.6,8.7,8.9,8.5,6.4,3.3,-3.8,6.5,6.5,2.3,-3.5,8.5,6.8,2.7,-3.3
603,-8.6,8.9,-5.4,-2.4,-8.2,-9,9.6,-3.1,-8,-8.4,-8.5,-8.8,-8.4,9.3,4.5,-1.2,-8.2,9.4,3.5,-0.7,-8.5,9.7,3.9,-0.5
604,-5,-9.5,-4.9,-1.7,-4.9,-5.1,-9.5,-5,-4.8,-5,-5,-5.3,-6.1,-9.4,7,-0.5,-8.1,-9.5,6,-0.1,-6.2,-9.7,6.4,-0.1
605,-2.3,-6.7,-2.3,0,-2.1,-2.3,-5.4,-10,-2,-2.1,-2.2,-2.4,-3.4,-6,9.7,0,-5.4,-6.1,8.7,0,-3.5,-6.3,9.1,0
606,0,-3.1,0,1.9,0,0,-2.6,-10.1,0,0,0,0,0,-3.1,-9.9,0.9,0,-3.2,-10.9,0.3,0,-3.5,-10.4,0.5
607,2.4,-1.4,2.6,2.7,2.2,2.5,-1.5,-6,2.1,2.2,2.2,2.5,2.9,-1.2,-6.8,1.5,0.9,-1.3,-7.8,1.2,3,-1.6,-7.8,1.4
608,5.2,0,5.1,4.8,5.5,5.8,0,-3.2,5.4,5.5,5.6,5.8,5.8,0,-4.2,4,3.8,0,-5.2,3.9,5.9,0,-4.8,4.1
609,8.7,1.7,5.8,7.3,8.6,9.5,1.6,-2.1,8.5,8.6,8.7,8.9,8.5,1.3,-2.9,5.4,6.5,1.4,-3.9,5.5,8.5,1.7,-3.5,5.7
610,-8.6,3.5,9.4,8.9,-8.2,-9,2.7,-0.6,-8,-8.4,-8.5,-8.8,-8.4,3.3,-1.5,8.5,-8.2,3.4,-2.5,8.5,-8.5,3.7,-2.1,8.7
611,-5,7.1,11,10.4,-4.9,-5.1,5.5,0,-4.8,-5,-5,-5.3,-6.1,6.4,0,9.9,-8.1,6.5,0,9.9,-6.2,6.8,0,10.1
612,-2.3,8.9,-10.1,-10.9,-2.1,-2.3,9.6,-0.5,-2,-2.1,-2.2,-2.4,-3.4,9.3,1.6,-10.3,-5.4,9.4,0.6,-10,-3.5,9.7,1,-9.8
613,0,-9.5,-8.9,-9.4,0,0,-9.5,-2,0,0,0,0,0,-9.4,3.3,-8.6,0,-9.5,2.3,-8.3,0,-9.7,2.7,-8.1
614,2.4,-6.7,-5.4,-7.2,2.2,2.5,-5.4,-3.1,2.1,2.2,2.2,2.5,2.9,-6,4.5,-5.9,0.9,-6.1,3.5,-5.6,3,-6.3,3.9,-5.4
615,5.2,-3.1,-4.9,-5.1,5.5,5.8,-2.6,-5,5.4,5.5,5.6,5.8,5.8,-3.1,7,-3.8,3.8,-3.2,6,-3.5,5.9,-3.5,6.4,-3.3
616,8.7,-1.4,-2.3,-2.4,8.6,9.5,-1.5,-10,8.5,8.6,8.7,8.9,8.5,-1.2,9.7,-1.2,6.5,-1.3,8.7,-0.7,8.5,-1.6,9.1,-0.5
617,-8.6,0,0,-1.7,-8.2,-9,0,-10.1,-8,-8.4,-8.5,-8.8,-8.4,0,-9.9,-0.5,-8.2,0,-10.9,-0.1,-8.5,0,-10.4,-0.1
618,-5,1.7,2.6,0,-4.9,-5.1,1.6,-6,-4.8,-5,-5,-5.3,-6.1,1.3,-6.8,0,-8.1,1.4,-7.8,0,-6.2,1.7,-7.8,0
619,-2.3,3.5,5.1,1.9,-2.1,-2.3,2.7,-3.2,-2,-2.1,-2.2,-2.4,-3.4,3.3,-4.2,0.9,-5.4,3.4,-5.2,0.3,-3.5,3.7,-4.8,0.5
620,0,7.1,5.8,2.7,0,0,5.5,-2.1,0,0,0,0,0,6.4,-2.9,1.5,0,6.5,-3.9,1.2,0,6.8,-3.5,1.4
621,2.4,8.9,9.4,4.8,2.2,2.5,9.6,-0.6,2.1,2.2,2.2,2.5,2.9,9.3,-1.5,4,0.9,9.4,-2.5,3.9,3,9.7,-2.1,4.1
622,5.2,-9.5,11,7.3,5.5,5.8,-9.5,0,5.4,5.5,5.6,5.8,5.8,-9.4,0,5.4,3.8,-9.5,0,5.5,5.9,-9.7,0,5.7
623,8.7,-6.7,-10.1,8.9,8.6,9.5,-5.4,-0.5,8.5,8.6,8.7,8.9,8.5,-6,1.6,8.5,6.5,-6.1,0.6,8.5,8.5,-6.3,1,8.7
624,-8.6,-3.1,-8.9,10.4,-8.2,-9,-2.6,-2,-8,-8.4,-8.5,-8.8,-8.4,-3.1,3.3,9.9,-8.2,-3.2,2.3,9.9,-8.5,-3.5,2.7,10.1
625,-5,-1.4,-5.4,-10.9,-4.9,-5.1,-1.5,-3.1,-4.8,-5,-5,-5.3,-6.1,-1.2,4.5,-10.3,-8.1,-1.3,3.5,-10,-6.2,-1.6,3.9,-9.8
626,-2.3,0,-4.9,-9.4,-2.1,-2.3,0,-5,-2,-2.1,-2.2,-2.4,-3.4,0,7,-8.6,-5.4,0,6,-8.3,-3.5,0,6.4,-8.1
627,0,1.7,-2.3,-7.2,0,0,1.6,-10,0,0,0,0,0,1.3,9.7,-5.9,0,1.4,8.7,-5.6,0,1.7,9.1,-5.4
628,2.4,3.5,0,-5.1,2.2,2.5,2.7,-10.1,2.1,2.2,2.2,2.5,2.9,3.3,-9.9,-3.8,0.9,3.4,-10.9,-3.5,3,3.7,-10.4,-3.3
629,5.2,7.1,2.6,-2.4,5.5,5.8,5.5,-6,5.4,5.5,5.6,5.8,5.8,6.4,-6.8,-1.2,3.8,6.5,-7.8,-0.7,5.9,6.8,-7.8,-0.5
630,8.7,8.9,5.1,-1.7,8.6,9.5,9.6,-3.2,8.5,8.6,8.7,8.9,8.5,9.3,-4.2,-0.5,6.5,9.4,-5.2,-0.1,8.5,9.7,-4.8,-0.1
631,-8.6,-9.5,5.8,0,-8.2,-9,-9.5,-2.1,-8,-8.4,-8.5,-8.8,-8.4,-9.4,-2.9,0,-8.2,-9.5,-3.9,0,-8.5,-9.7,-3.5,0
632,-5,-6.7,9.4,1.9,-4.9,-5.1,-5.4,-0.6,-4.8,-5,-5,-5.3,-6.1,-6,-1.5,0.9,-8.1,-6.1,-2.5,0.3,-6.2,-6.3,-2.1,0.5
633,-2.3,-3.1,11,2.7,-2.1,-2.3,-2.6,0,-2,-2.1,-2.2,-2.4,-3.4,-3.1,0,1.5,-5.4,-3.2,0,1.2,-3.5,-3.5,0,1.4
634,0,-1.4,-10.1,4.8,0,0,-1.5,-0.5,0,0,0,0,0,-1.2,1.6,4,0,-1.3,0.6,3.9,0,-1.6,1,4.1
635,2.4,0,-8.9,7.3,2.2,2.5,0,-2,2.1,2.2,2.2,2.5,2.9,0,3.3,5.4,0.9,0,2.3,5.5,3,0,2.7,5.7
636,5.2,1.7,-5.4,8.9,5.5,5.8,1.6,-3.1,5.4,5.5,5.6,5.8,5.8,1.3,4.5,8.5,3.8,1.4,3.5,8.5,5.9,1.7,3.9,8.7
637,8.7,3.5,-4.9,10.4,8.6,9.5,2.7,-5,8.5,8.6,8.7,8.9,8.5,3.3,7,9.9,6.5,3.4,6,9.9,8.5,3.7,6.4,10.1
638,-8.6,7.1,-2.3,-10.9,-8.2,-9,5.5,-10,-8,-8.4,-8.5,-8.8,-8.4,6.4,9.7,-10.3,-8.2,6.5,8.7,-10,-8.5,6.8,9.1,-9.8
639,-5,8.9,0,-9.4,-4.9,-5.1,9.6,-10.1,-4.8,-5,-5,-5.3,-6.1,9.3,-9.9,-8.6,-8.1,9.4,-10.9,-8.3,-6.2,9.7,-10.4,-8.1
640,-2.3,-9.5,2.6,-7.2,-2.1,-2.3,-9.5,-6,-2,-2.1,-2.2,-2.4,-3.4,-9.4,-6.8,-5.9,-5.4,-9.5,-7.8,-5.6,-3.5,-9.7,-7.8,-5.4
641,0,-6.7,5.1,-5.1,0,0,-5.4,-3.2,0,0,0,0,0,-6,-4.2,-3.8,0,-6.1,-5.2,-3.5,0,-6.3,-4.8,-3.3
642,2.4,-3.1,5.8,-2.4,2.2,2.5,-2.6,-2.1,2.1,2.2,2.2,2.5,2.9,-3.1,-2.9,-1.2,0.9,-3.2,-3.9,-0.7,3,-3.5,-3.5,-0.5
643,5.2,-1.4,9.4,-1.7,5.5,5.8,-1.5,-0.6,5.4,5.5,5.6,5.8,5.8,-1.2,-1.5,-0.5,3.8,-1.3,-2.5,-0.1,5.9,-1.6,-2.1,-0.1
644,8.7,0,11,0,8.6,9.5,0,0,8.5,8.6,8.7,8.9,8.5,0,0,0,6.5,0,0,0,8.5,0,0,0
645,-8.6,1.7,-10.1,1.9,-8.2,-9,1.6,-0.5,-8,-8.4,-8.5,-8.8,-8.4,1.3,1.6,0.9,-8.2,1.4,0.6,0.3,-8.5,1.7,1,0.5
646,-5,3.5,-8.9,2.7,-4.9,-5.1,2.7,-2,-4.8,-5,-5,-5.3,-6.1,3.3,3.3,1.5,-8.1,3.4,2.3,1.2,-6.2,3.7,2.7,1.4
647,-2.3,7.1,-5.4,4.8,-2.1,-2.3,5.5,-3.1,-2,-2.1,-2.2,-2.4,-3.4,6.4,4.5,4,-5.4,6.5,3.5,3.9,-3.5,6.8,3.9,4.1
648,0,8.9,-4.9,7.3,0,0,9.6,-5,0,0,0,0,0,9.3,7,5.4,0,9.4,6,5.5,0,9.7,6.4,5.7
649,2.4,-9.5,-2.3,8.9,2.2,2.5,-9.5,-10,2.1,2.2,2.2,2.5,2.9,-9.4,9.7,8.5,0.9,-9.5,8.7,8.5,3,-9.7,9.1,8.7
650,5.2,-6.7,0,10.4,5.5,5.8,-5.4,-10.1,5.4,5.5,5.6,5.8,5.8,-6,-9.9,9.9,3.8,-6.1,-10.9,9.9,5.9,-6.3,-10.4,10.1
651,8.7,-3.1,2.6,-10.9,8.6,9.5,-2.6,-6,8.5,8.6,8.7,8.9,8.5,-3.1,-6.8,-10.3,6.5,-3.2,-7.8,-10,8.5,-3.5,-7.8,-9.8
652,-8.6,-1.4,5.1,-9.4,-8.2,-9,-1.5,-3.2,-8,-8.4,-8.5,-8.8,-8.4,-1.2,-4.2,-8.6,-8.2,-1.3,-5.2,-8.3,-8.5,-1.6,-4.8,-8.1
653,-5,0,5.8,-7.2,-4.9,-5.1,0,-2.1,-4.8,-5,-5,-5.3,-6.1,0,-2.9,-5.9,-8.1,0,-3.9,-5.6,-6.2,0,-3.5,-5.4
654,-2.3,1.7,9.4,-5.1,-2.1,-2.3,1.6,-0.6,-2,-2.1,-2.2,-2.4,-3.4,1.3,-1.5,-3.8,-5.4,1.4,-2.5,-3.5,-3.5,1.7,-2.1,-3.3
655,0,3.5,11,-2.4,0,0,2.7,0,0,0,0,0,0,3.3,0,-1.2,0,3.4,0,-0.7,0,3.7,0,-0.5
656,2.4,7.1,-8.9,-1.7,2.2,2.5,5.5,-0.5,2.1,2.2,2.2,2.5,2.9,6.4,1.6,-0.5,0.9,6.5,0.6,-0.1,3,6.8,1,-0.1
657,5.2,8.9,-5.4,0,5.5,5.8,9.6,-2,5.4,5.5,5.6,5.8,5.8,9.3,3.3,0,3.8,9.4,2.3,0,5.9,9.7,2.7,0
658,8.7,-9.5,-4.9,1.9,8.6,9.5,-9.5,-3.1,8.5,8.6,8.7,8.9,8.5,-9.4,4.5,0.9,6.5,-9.5,3.5,0.3,8.5,-9.7,3.9,0.5
659,-8.6,-6.7,-2.3,2.7,-8.2,-9,-5.4,-5,-8,-8.4,-8.5,-8.8,-8.4,-6,7,1.5,-8.2,-6.1,6,1.2,-8.5,-6.3,6.4,1.4
660,-5,-3.1,0,4.8,-4.9,-5.1,-2.6,-10,-4.8,-5,-5,-5.3,-6.1,-3.1,9.7,4,-8.1,-3.2,8.7,3.9,-6.2,-3.5,9.1,4.1
661,-2.3,-1.4,2.6,7.3,-2.1,-2.3,-1.5,-10.1,-2,-2.1,-2.2,-2.4,-3.4,-1.2,-9.9,5.4,-5.4,-1.3,-10.9,5.5,-3.5,-1.6,-10.4,5.7
662,0,0,5.1,8.9,0,0,0,-6,0,0,0,0,0,0,-6.8,8.5,0,0,-7.8,8.5,0,0,-7.8,8.7
663,2.4,1.7,5.8,10.4,2.2,2.5,1.6,-3.2,2.1,2.2,2.2,2.5,2.9,1.3,-4.2,9.9,0.9,1.4,-5.2,9.9,3,1.7,-4.8,10.1
664,5.2,3.5,9.4,-10.9,5.5,5.8,2.7,-2.1,5.4,5.5,5.6,5.8,5.8,3.3,-2.9,-10.3,3.8,3.4,-3.9,-10,5.9,3.7,-3.5,-9.8
665,8.7,7.1,11,-9.4,8.6,9.5,5.5,-0.6,8.5,8.6,8.7,8.9,8.5,6.4,-1.5,-8.6,6.5,6.5,-2.5,-8.3,8.5,6.8,-2.1,-8.1
666,-8.6,8.9,-10.1,-7.2,-8.2,-9,9.6,0,-8,-8.4,-8.5,-8.8,-8.4,9.3,0,-5.9,-8.2,9.4,0,-5.6,-8.5,9.7,0,-5.4
667,-5,-9.5,-8.9,-5.1,-4.9,-5.1,-9.5,-0.5,-4.8,-5,-5,-5.3,-6.1,-9.4,1.6,-3.8,-8.1,-9.5,0.6,-3.5,-6.2,-9.7,1,-3.3
668,-2.3,-6.7,-5.4,-2.4,-2.1,-2.3,-5.4,-2,-2,-2.1,-2.2,-2.4,-3.4,-6,3.3,-1.2,-5.4,-6.1,2.3,-0.7,-3.5,-6.3,2.7,-0.5
669,0,-3.1,-4.9,-1.7,0,0,-2.6,-3.1,0,0,0,0,0,-3.1,4.5,-0.5,0,-3.2,3.5,-0.1,0,-3.5,3.9,-0.1
670,2.4,-1.4,-2.3,0,2.2,2.5,-1.5,-5,2.1,2.2,2.2,2.5,2.9,-1.2,7,0,0.9,-1.3,6,0,3,-1.6,6.4,0
671,5.2,0,0,1.9,5.5,5.8,0,-10,5.4,5.5,5.6,5.8,5.8,0,9.7,0.9,3.8,0,8.7,0.3,5.9,0,9.1,0.5
672,8.7,1.7,2.6,2.7,8.6,9.5,1.6,-10.1,8.5,8.6,8.7,8.9,8.5,1.3,-9.9,1.5,6.5,1.4,-10.9,1.2,8.5,1.7,-10.4,1.4
673,-8.6,3.5,5.1,4.8,-8.2,-9,2.7,-6,-8,-8.4,-8.5,-8.8,-8.4,3.3,-6.8,4,-8.2,3.4,-7.8,3.9,-8.5,3.7,-7.8,4.1
674,-5,7.1,5.8,7.3,-4.9,-5.1,5.5,-3.2,-4.8,-5,-5,-5.3,-6.1,6.4,-4.2,5.4,-8.1,6.5,-5.2,5.5,-6.2,6.8,-4.8,5.7
675,-2.3,8.9,9.4,8.9,-2.1,-2.3,9.6,-2.1,-2,-2.1,-2.2,-2.4,-3.4,9.3,-2.9,8.5,-5.4,9.4,-3.9,8.5,-3.5,9.7,-3.5,8.7
676,0,-9.5,11,10.4,0,0,-9.5,-0.6,0,0,0,0,0,-9.4,-1.5,9.9,0,-9.5,-2.5,9.9,0,-9.7,-2.1,10.1
677,2.4,-6.7,-10.1,-10.9,2.2,2.5,-5.4,0,2.1,2.2,2.2,2.5,2.9,-6,0,-10.3,0.9,-6.1,0,-10,3,-6.3,0,-9.8
678,5.2,-3.1,-8.9,-9.4,5.5,5.8,-2.6,-0.5,5.4,5.5,5.6,5.8,5.8,-3.1,1.6,-8.6,3.8,-3.2,0.6,-8.3,5.9,-3.5,1,-8.1
679,8.7,-1.4,-5.4,-7.2,8.6,9.5,-1.5,-2,8.5,8.6,8.7,8.9,8.5,-1.2,3.3,-5.9,6.5,-1.3,2.3,-5.6,8.5,-1.6,2.7,-5.4
680,-8.6,0,-4.9,-5.1,-8.2,-9,0,-3.1,-8,-8.4,-8.5,-8.8,-8.4,0,4.5,-3.8,-8.2,0,3.5,-3.5,-8.5,0,3.9,-3.3
681,-5,1.7,-2.3,-2.4,-4.9,-5.1,1.6,-5,-4.8,-5,-5,-5.3,-6.1,1.3,7,-1.2,-8.1,1.4,6,-0.7,-6.2,1.7,6.4,-0.5
